id;code;category;subcat;tricat;title
2040;E21.3;IV;E20-E35;E21;(E21.3) Hyperparathyroidism, unspecified
2041;E21.4;IV;E20-E35;E21;(E21.4) Other specified disorders of parathyroid gland
2042;E21.5;IV;E20-E35;E21;(E21.5) Disorder of parathyroid gland, unspecified
2043;E22;IV;E20-E35;0;(E22) Hyperfunction of pituitary gland
2044;E22.0;IV;E20-E35;E22;(E22.0) Acromegaly and pituitary gigantism
2045;E22.1;IV;E20-E35;E22;(E22.1) Hyperprolactinaemia
2046;E22.2;IV;E20-E35;E22;(E22.2) Syndrome of inappropriate secretion of antidiuretic hormone
2047;E22.8;IV;E20-E35;E22;(E22.8) Other hyperfunction of pituitary gland
2048;E22.9;IV;E20-E35;E22;(E22.9) Hyperfunction of pituitary gland, unspecified
2049;E23;IV;E20-E35;0;(E23) Hypofunction and other disorders of pituitary gland
2050;E23.0;IV;E20-E35;E23;(E23.0) Hypopituitarism
2051;E23.1;IV;E20-E35;E23;(E23.1) Drug-induced hypopituitarism
2052;E23.2;IV;E20-E35;E23;(E23.2) Diabetes insipidus
2053;E23.3;IV;E20-E35;E23;(E23.3) Hypothalamic dysfunction, not elsewhere classified
2054;E23.6;IV;E20-E35;E23;(E23.6) Other disorders of pituitary gland
2055;E23.7;IV;E20-E35;E23;(E23.7) Disorder of pituitary gland, unspecified
2056;E24;IV;E20-E35;0;(E24) Cushing's syndrome
2057;E24.0;IV;E20-E35;E24;(E24.0) Pituitary-dependent Cushing's disease
2058;E24.1;IV;E20-E35;E24;(E24.1) Nelson's syndrome
2059;E24.2;IV;E20-E35;E24;(E24.2) Drug-induced Cushing's syndrome
2060;E24.3;IV;E20-E35;E24;(E24.3) Ectopic ACTH syndrome
2061;E24.4;IV;E20-E35;E24;(E24.4) Alcohol-induced pseudo-Cushing's syndrome
2062;E24.8;IV;E20-E35;E24;(E24.8) Other Cushing's syndrome
2063;E24.9;IV;E20-E35;E24;(E24.9) Cushing's syndrome, unspecified
2064;E25;IV;E20-E35;0;(E25) Adrenogenital disorders
2065;E25.0;IV;E20-E35;E25;(E25.0) Congenital adrenogenital disorders associated with enzyme deficiency
2066;E25.8;IV;E20-E35;E25;(E25.8) Other adrenogenital disorders
2067;E25.9;IV;E20-E35;E25;(E25.9) Adrenogenital disorder, unspecified
2068;E26;IV;E20-E35;0;(E26) Hyperaldosteronism
2069;E26.0;IV;E20-E35;E26;(E26.0) Primary hyperaldosteronism
2070;E26.1;IV;E20-E35;E26;(E26.1) Secondary hyperaldosteronism
2071;E26.8;IV;E20-E35;E26;(E26.8) Other hyperaldosteronism
2072;E26.9;IV;E20-E35;E26;(E26.9) Hyperaldosteronism, unspecified
2073;E27;IV;E20-E35;0;(E27) Other disorders of adrenal gland
2074;E27.0;IV;E20-E35;E27;(E27.0) Other adrenocortical overactivity
2075;E27.1;IV;E20-E35;E27;(E27.1) Primary adrenocortical insufficiency
2076;E27.2;IV;E20-E35;E27;(E27.2) Addisonian crisis
2077;E27.3;IV;E20-E35;E27;(E27.3) Drug-induced adrenocortical insufficiency
2078;E27.4;IV;E20-E35;E27;(E27.4) Other and unspecified adrenocortical insufficiency
2079;E27.5;IV;E20-E35;E27;(E27.5) Adrenomedullary hyperfunction
2080;E27.8;IV;E20-E35;E27;(E27.8) Other specified disorders of adrenal gland
2081;E27.9;IV;E20-E35;E27;(E27.9) Disorder of adrenal gland, unspecified
2082;E28;IV;E20-E35;0;(E28) Ovarian dysfunction
2083;E28.0;IV;E20-E35;E28;(E28.0) Oestrogen excess
2084;E28.1;IV;E20-E35;E28;(E28.1) Androgen excess
2085;E28.2;IV;E20-E35;E28;(E28.2) Polycystic ovarian syndrome
2086;E28.3;IV;E20-E35;E28;(E28.3) Primary ovarian failure
2087;E28.8;IV;E20-E35;E28;(E28.8) Other ovarian dysfunction
2088;E28.9;IV;E20-E35;E28;(E28.9) Ovarian dysfunction, unspecified
2089;E29;IV;E20-E35;0;(E29) Testicular dysfunction
2090;E29.0;IV;E20-E35;E29;(E29.0) Testicular hyperfunction
2091;E29.1;IV;E20-E35;E29;(E29.1) Testicular hypofunction
2092;E29.8;IV;E20-E35;E29;(E29.8) Other testicular dysfunction
2093;E29.9;IV;E20-E35;E29;(E29.9) Testicular dysfunction, unspecified
2094;E30;IV;E20-E35;0;(E30) Disorders of puberty, not elsewhere classified
2095;E30.0;IV;E20-E35;E30;(E30.0) Delayed puberty
2096;E30.1;IV;E20-E35;E30;(E30.1) Precocious puberty
2097;E30.8;IV;E20-E35;E30;(E30.8) Other disorders of puberty
2098;E30.9;IV;E20-E35;E30;(E30.9) Disorder of puberty, unspecified
2099;E31;IV;E20-E35;0;(E31) Polyglandular dysfunction
2100;E31.0;IV;E20-E35;E31;(E31.0) Autoimmune polyglandular failure
2101;E31.1;IV;E20-E35;E31;(E31.1) Polyglandular hyperfunction
2102;E31.8;IV;E20-E35;E31;(E31.8) Other polyglandular dysfunction
2103;E31.9;IV;E20-E35;E31;(E31.9) Polyglandular dysfunction, unspecified
2104;E32;IV;E20-E35;0;(E32) Diseases of thymus
2105;E32.0;IV;E20-E35;E32;(E32.0) Persistent hyperplasia of thymus
2106;E32.1;IV;E20-E35;E32;(E32.1) Abscess of thymus
2107;E32.8;IV;E20-E35;E32;(E32.8) Other diseases of thymus
2108;E32.9;IV;E20-E35;E32;(E32.9) Disease of thymus, unspecified
2109;E34;IV;E20-E35;0;(E34) Other endocrine disorders
2110;E34.0;IV;E20-E35;E34;(E34.0) Carcinoid syndrome
2111;E34.1;IV;E20-E35;E34;(E34.1) Other hypersecretion of intestinal hormones
2112;E34.2;IV;E20-E35;E34;(E34.2) Ectopic hormone secretion, not elsewhere classified
2113;E34.3;IV;E20-E35;E34;(E34.3) Short stature, not elsewhere classified
2114;E34.4;IV;E20-E35;E34;(E34.4) Constitutional tall stature
2115;E34.5;IV;E20-E35;E34;(E34.5) Androgen resistance syndrome
2116;E34.8;IV;E20-E35;E34;(E34.8) Other specified endocrine disorders
2117;E34.9;IV;E20-E35;E34;(E34.9) Endocrine disorder, unspecified
2118;E35;IV;E20-E35;0;(E35) Disorders of endocrine glands in diseases classified elsewhere
2119;E35.0;IV;E20-E35;E35;(E35.0) Disorders of thyroid gland in diseases classified elsewhere
2120;E35.1;IV;E20-E35;E35;(E35.1) Disorders of adrenal glands in diseases classified elsewhere
2121;E35.8;IV;E20-E35;E35;(E35.8) Disorders of other endocrine glands in diseases classified elsewhere
2122;E40-E46;IV;0;0;(E40-E46) Malnutrition
2123;E40;IV;E40-E46;0;(E40) Kwashiorkor
2124;E41;IV;E40-E46;0;(E41) Nutritional marasmus
2125;E42;IV;E40-E46;0;(E42) Marasmic kwashiorkor
2126;E43;IV;E40-E46;0;(E43) Unspecified severe protein-energy malnutrition
2127;E44;IV;E40-E46;0;(E44) Protein-energy malnutrition of moderate and mild degree
2128;E44.0;IV;E40-E46;E44;(E44.0) Moderate protein-energy malnutrition
2129;E44.1;IV;E40-E46;E44;(E44.1) Mild protein-energy malnutrition
2130;E45;IV;E40-E46;0;(E45) Retarded development following protein-energy malnutrition
2131;E46;IV;E40-E46;0;(E46) Unspecified protein-energy malnutrition
2132;E50-E64;IV;0;0;(E50-E64) Other nutritional deficiencies
2133;E50;IV;E50-E64;0;(E50) Vitamin A deficiency
2134;E50.0;IV;E50-E64;E50;(E50.0) Vitamin A deficiency with conjunctival xerosis
2135;E50.1;IV;E50-E64;E50;(E50.1) Vitamin A deficiency with Bitot's spot and conjunctival xerosis
2136;E50.2;IV;E50-E64;E50;(E50.2) Vitamin A deficiency with corneal xerosis
2137;E50.3;IV;E50-E64;E50;(E50.3) Vitamin A deficiency with corneal ulceration and xerosis
2138;E50.4;IV;E50-E64;E50;(E50.4) Vitamin A deficiency with keratomalacia
2139;E50.5;IV;E50-E64;E50;(E50.5) Vitamin A deficiency with night blindness
2140;E50.6;IV;E50-E64;E50;(E50.6) Vitamin A deficiency with xerophthalmic scars of cornea
2141;E50.7;IV;E50-E64;E50;(E50.7) Other ocular manifestations of vitamin A deficiency
2142;E50.8;IV;E50-E64;E50;(E50.8) Other manifestations of vitamin A deficiency
2143;E50.9;IV;E50-E64;E50;(E50.9) Vitamin A deficiency, unspecified
2144;E51;IV;E50-E64;0;(E51) Thiamine deficiency
2145;E51.1;IV;E50-E64;E51;(E51.1) Beriberi
2146;E51.2;IV;E50-E64;E51;(E51.2) Wernicke's encephalopathy
2147;E51.8;IV;E50-E64;E51;(E51.8) Other manifestations of thiamine deficiency
2148;E51.9;IV;E50-E64;E51;(E51.9) Thiamine deficiency, unspecified
2149;E52;IV;E50-E64;0;(E52) Niacin deficiency [pellagra]
2150;E53;IV;E50-E64;0;(E53) Deficiency of other B group vitamins
2151;E53.0;IV;E50-E64;E53;(E53.0) Riboflavin deficiency
2152;E53.1;IV;E50-E64;E53;(E53.1) Pyridoxine deficiency
2153;E53.8;IV;E50-E64;E53;(E53.8) Deficiency of other specified B group vitamins
2154;E53.9;IV;E50-E64;E53;(E53.9) Vitamin B deficiency, unspecified
2155;E54;IV;E50-E64;0;(E54) Ascorbic acid deficiency
2156;E55;IV;E50-E64;0;(E55) Vitamin D deficiency
2157;E55.0;IV;E50-E64;E55;(E55.0) Rickets, active
2158;E55.9;IV;E50-E64;E55;(E55.9) Vitamin D deficiency, unspecified
2159;E56;IV;E50-E64;0;(E56) Other vitamin deficiencies
2160;E56.0;IV;E50-E64;E56;(E56.0) Deficiency of vitamin E
2161;E56.1;IV;E50-E64;E56;(E56.1) Deficiency of vitamin K
2162;E56.8;IV;E50-E64;E56;(E56.8) Deficiency of other vitamins
2163;E56.9;IV;E50-E64;E56;(E56.9) Vitamin deficiency, unspecified
2164;E58;IV;E50-E64;0;(E58) Dietary calcium deficiency
2165;E59;IV;E50-E64;0;(E59) Dietary selenium deficiency
2166;E60;IV;E50-E64;0;(E60) Dietary zinc deficiency
2167;E61;IV;E50-E64;0;(E61) Deficiency of other nutrient elements
2168;E61.0;IV;E50-E64;E61;(E61.0) Copper deficiency
2169;E61.1;IV;E50-E64;E61;(E61.1) Iron deficiency
2170;E61.2;IV;E50-E64;E61;(E61.2) Magnesium deficiency
2171;E61.3;IV;E50-E64;E61;(E61.3) Manganese deficiency
2172;E61.4;IV;E50-E64;E61;(E61.4) Chromium deficiency
2173;E61.5;IV;E50-E64;E61;(E61.5) Molybdenum deficiency
2174;E61.6;IV;E50-E64;E61;(E61.6) Vanadium deficiency
2175;E61.7;IV;E50-E64;E61;(E61.7) Deficiency of multiple nutrient elements
2176;E61.8;IV;E50-E64;E61;(E61.8) Deficiency of other specified nutrient elements
2177;E61.9;IV;E50-E64;E61;(E61.9) Deficiency of nutrient element, unspecified
2178;E63;IV;E50-E64;0;(E63) Other nutritional deficiencies
2179;E63.0;IV;E50-E64;E63;(E63.0) Essential fatty acid [EFA] deficiency
2180;E63.1;IV;E50-E64;E63;(E63.1) Imbalance of constituents of food intake
2181;E63.8;IV;E50-E64;E63;(E63.8) Other specified nutritional deficiencies
2182;E63.9;IV;E50-E64;E63;(E63.9) Nutritional deficiency, unspecified
2183;E64;IV;E50-E64;0;(E64) Sequelae of malnutrition and other nutritional deficiencies
2184;E64.0;IV;E50-E64;E64;(E64.0) Sequelae of protein-energy malnutrition
2185;E64.1;IV;E50-E64;E64;(E64.1) Sequelae of vitamin A deficiency
2186;E64.2;IV;E50-E64;E64;(E64.2) Sequelae of vitamin C deficiency
2187;E64.3;IV;E50-E64;E64;(E64.3) Sequelae of rickets
2188;E64.8;IV;E50-E64;E64;(E64.8) Sequelae of other nutritional deficiencies
2189;E64.9;IV;E50-E64;E64;(E64.9) Sequelae of unspecified nutritional deficiency
2190;E65-E68;IV;0;0;(E65-E68) Obesity and other hyperalimentation
2191;E65;IV;E65-E68;0;(E65) Localised adiposity
2192;E66;IV;E65-E68;0;(E66) Obesity
2193;E66.0;IV;E65-E68;E66;(E66.0) Obesity due to excess calories
2194;E66.1;IV;E65-E68;E66;(E66.1) Drug-induced obesity
2195;E66.2;IV;E65-E68;E66;(E66.2) Extreme obesity with alveolar hypoventilation
2196;E66.8;IV;E65-E68;E66;(E66.8) Other obesity
2197;E66.9;IV;E65-E68;E66;(E66.9) Obesity, unspecified
2198;E67;IV;E65-E68;0;(E67) Other hyperalimentation
2199;E67.0;IV;E65-E68;E67;(E67.0) Hypervitaminosis A
2200;E67.1;IV;E65-E68;E67;(E67.1) Hypercarotenaemia
2201;E67.2;IV;E65-E68;E67;(E67.2) Megavitamin-B6 syndrome
2202;E67.3;IV;E65-E68;E67;(E67.3) Hypervitaminosis D
2203;E67.8;IV;E65-E68;E67;(E67.8) Other specified hyperalimentation
2204;E68;IV;E65-E68;0;(E68) Sequelae of hyperalimentation
2205;E70-E90;IV;0;0;(E70-E90) Metabolic disorders
2206;E70;IV;E70-E90;0;(E70) Disorders of aromatic amino-acid metabolism
2207;E70.0;IV;E70-E90;E70;(E70.0) Classical phenylketonuria
2208;E70.1;IV;E70-E90;E70;(E70.1) Other hyperphenylalaninaemias
2209;E70.2;IV;E70-E90;E70;(E70.2) Disorders of tyrosine metabolism
2210;E70.3;IV;E70-E90;E70;(E70.3) Albinism
2211;E70.8;IV;E70-E90;E70;(E70.8) Other disorders of aromatic amino-acid metabolism
2212;E70.9;IV;E70-E90;E70;(E70.9) Disorder of aromatic amino-acid metabolism, unspecified
2213;E71;IV;E70-E90;0;(E71) Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism
2214;E71.0;IV;E70-E90;E71;(E71.0) Maple-syrup-urine disease
2215;E71.1;IV;E70-E90;E71;(E71.1) Other disorders of branched-chain amino-acid metabolism
2216;E71.2;IV;E70-E90;E71;(E71.2) Disorder of branched-chain amino-acid metabolism, unspecified
2217;E71.3;IV;E70-E90;E71;(E71.3) Disorders of fatty-acid metabolism
2218;E72;IV;E70-E90;0;(E72) Other disorders of amino-acid metabolism
2219;E72.0;IV;E70-E90;E72;(E72.0) Disorders of amino-acid transport
2220;E72.1;IV;E70-E90;E72;(E72.1) Disorders of sulphur-bearing amino-acid metabolism
2221;E72.2;IV;E70-E90;E72;(E72.2) Disorders of urea cycle metabolism
2222;E72.3;IV;E70-E90;E72;(E72.3) Disorders of lysine and hydroxylysine metabolism
2223;E72.4;IV;E70-E90;E72;(E72.4) Disorders of ornithine metabolism
2224;E72.5;IV;E70-E90;E72;(E72.5) Disorders of glycine metabolism
2225;E72.8;IV;E70-E90;E72;(E72.8) Other specified disorders of amino-acid metabolism
2226;E72.9;IV;E70-E90;E72;(E72.9) Disorder of amino-acid metabolism, unspecified
2227;E73;IV;E70-E90;0;(E73) Lactose intolerance
2228;E73.0;IV;E70-E90;E73;(E73.0) Congenital lactase deficiency
2229;E73.1;IV;E70-E90;E73;(E73.1) Secondary lactase deficiency
2230;E73.8;IV;E70-E90;E73;(E73.8) Other lactose intolerance
2231;E73.9;IV;E70-E90;E73;(E73.9) Lactose intolerance, unspecified
2232;E74;IV;E70-E90;0;(E74) Other disorders of carbohydrate metabolism
2233;E74.0;IV;E70-E90;E74;(E74.0) Glycogen storage disease
2234;E74.1;IV;E70-E90;E74;(E74.1) Disorders of fructose metabolism
2235;E74.2;IV;E70-E90;E74;(E74.2) Disorders of galactose metabolism
2236;E74.3;IV;E70-E90;E74;(E74.3) Other disorders of intestinal carbohydrate absorption
2237;E74.4;IV;E70-E90;E74;(E74.4) Disorders of pyruvate metabolism and gluconeogenesis
2238;E74.8;IV;E70-E90;E74;(E74.8) Other specified disorders of carbohydrate metabolism
2239;E74.9;IV;E70-E90;E74;(E74.9) Disorder of carbohydrate metabolism, unspecified
2240;E75;IV;E70-E90;0;(E75) Disorders of sphingolipid metabolism and other lipid storage disorders
2241;E75.0;IV;E70-E90;E75;(E75.0) GM2 gangliosidosis
2242;E75.1;IV;E70-E90;E75;(E75.1) Other gangliosidosis
2243;E75.2;IV;E70-E90;E75;(E75.2) Other sphingolipidosis
2244;E75.3;IV;E70-E90;E75;(E75.3) Sphingolipidosis, unspecified
2245;E75.4;IV;E70-E90;E75;(E75.4) Neuronal ceroid lipofuscinosis
2246;E75.5;IV;E70-E90;E75;(E75.5) Other lipid storage disorders
2247;E75.6;IV;E70-E90;E75;(E75.6) Lipid storage disorder, unspecified
2248;E76;IV;E70-E90;0;(E76) Disorders of glycosaminoglycan metabolism
2249;E76.0;IV;E70-E90;E76;(E76.0) Mucopolysaccharidosis, type I
2250;E76.1;IV;E70-E90;E76;(E76.1) Mucopolysaccharidosis, type II
2251;E76.2;IV;E70-E90;E76;(E76.2) Other mucopolysaccharidoses
2252;E76.3;IV;E70-E90;E76;(E76.3) Mucopolysaccharidosis, unspecified
2253;E76.8;IV;E70-E90;E76;(E76.8) Other disorders of glucosaminoglycan metabolism
2254;E76.9;IV;E70-E90;E76;(E76.9) Disorder of glucosaminoglycan metabolism, unspecified
2255;E77;IV;E70-E90;0;(E77) Disorders of glycoprotein metabolism
2256;E77.0;IV;E70-E90;E77;(E77.0) Defects in posttranslational modification of lysosomal enzymes
2257;E77.1;IV;E70-E90;E77;(E77.1) Defects in glycoprotein degradation
2258;E77.8;IV;E70-E90;E77;(E77.8) Other disorders of glycoprotein metabolism
2259;E77.9;IV;E70-E90;E77;(E77.9) Disorder of glycoprotein metabolism, unspecified
2260;E78;IV;E70-E90;0;(E78) Disorders of lipoprotein metabolism and other lipidaemias
2261;E78.0;IV;E70-E90;E78;(E78.0) Pure hypercholesterolaemia
2262;E78.1;IV;E70-E90;E78;(E78.1) Pure hyperglyceridaemia
2263;E78.2;IV;E70-E90;E78;(E78.2) Mixed hyperlipidaemia
2264;E78.3;IV;E70-E90;E78;(E78.3) Hyperchylomicronaemia
2265;E78.4;IV;E70-E90;E78;(E78.4) Other hyperlipidaemia
2266;E78.5;IV;E70-E90;E78;(E78.5) Hyperlipidaemia, unspecified
2267;E78.6;IV;E70-E90;E78;(E78.6) Lipoprotein deficiency
2268;E78.8;IV;E70-E90;E78;(E78.8) Other disorders of lipoprotein metabolism
2269;E78.9;IV;E70-E90;E78;(E78.9) Disorder of lipoprotein metabolism, unspecified
2270;E79;IV;E70-E90;0;(E79) Disorders of purine and pyrimidine metabolism
2271;E79.0;IV;E70-E90;E79;(E79.0) Hyperuricaemia without signs of inflammatory arthritis and tophaceous disease
2272;E79.1;IV;E70-E90;E79;(E79.1) Lesch-Nyhan syndrome
2273;E79.8;IV;E70-E90;E79;(E79.8) Other disorders of purine and pyrimidine metabolism
2274;E79.9;IV;E70-E90;E79;(E79.9) Disorder of purine and pyrimidine metabolism, unspecified
2275;E80;IV;E70-E90;0;(E80) Disorders of porphyrin and bilirubin metabolism
2276;E80.0;IV;E70-E90;E80;(E80.0) Hereditary erythropoietic porphyria
2277;E80.1;IV;E70-E90;E80;(E80.1) Porphyria cutanea tarda
2278;E80.2;IV;E70-E90;E80;(E80.2) Other porphyria
2279;E80.3;IV;E70-E90;E80;(E80.3) Defects of catalase and peroxydase
2280;E80.4;IV;E70-E90;E80;(E80.4) Gilbert's syndrome
2281;E80.5;IV;E70-E90;E80;(E80.5) Crigler-Najjar syndrome
2282;E80.6;IV;E70-E90;E80;(E80.6) Other disorders of bilirubin metabolism
2283;E80.7;IV;E70-E90;E80;(E80.7) Disorder of bilirubin metabolism, unspecified
2284;E83;IV;E70-E90;0;(E83) Disorders of mineral metabolism
2285;E83.0;IV;E70-E90;E83;(E83.0) Disorders of copper metabolism
2286;E83.1;IV;E70-E90;E83;(E83.1) Disorders of iron metabolism
2287;E83.2;IV;E70-E90;E83;(E83.2) Disorders of zinc metabolism
2288;E83.3;IV;E70-E90;E83;(E83.3) Disorders of phosphorus metabolism
2289;E83.4;IV;E70-E90;E83;(E83.4) Disorders of magnesium metabolism
2290;E83.5;IV;E70-E90;E83;(E83.5) Disorders of calcium metabolism
2291;E83.8;IV;E70-E90;E83;(E83.8) Other disorders of mineral metabolism
2292;E83.9;IV;E70-E90;E83;(E83.9) Disorder of mineral metabolism, unspecified
2293;E84;IV;E70-E90;0;(E84) Cystic fibrosis
2294;E84.0;IV;E70-E90;E84;(E84.0) Cystic fibrosis with pulmonary manifestations
2295;E84.1;IV;E70-E90;E84;(E84.1) Cystic fibrosis with intestinal manifestations
2296;E84.8;IV;E70-E90;E84;(E84.8) Cystic fibrosis with other manifestations
2297;E84.9;IV;E70-E90;E84;(E84.9) Cystic fibrosis, unspecified
2298;E85;IV;E70-E90;0;(E85) Amyloidosis
2299;E85.0;IV;E70-E90;E85;(E85.0) Nonneuropathic heredofamilial amyloidosis
2300;E85.1;IV;E70-E90;E85;(E85.1) Neuropathic heredofamilial amyloidosis
2301;E85.2;IV;E70-E90;E85;(E85.2) Heredofamilial amyloidosis, unspecified
2302;E85.3;IV;E70-E90;E85;(E85.3) Secondary systemic amyloidosis
2303;E85.4;IV;E70-E90;E85;(E85.4) Organ-limited amyloidosis
2304;E85.8;IV;E70-E90;E85;(E85.8) Other amyloidosis
2305;E85.9;IV;E70-E90;E85;(E85.9) Amyloidosis, unspecified
2306;IX;0;0;0;IX Diseases of the circulatory system
2307;I00-I02;IX;0;0;(I00-I02) Acute rheumatic fever
2308;I00;IX;I00-I02;0;(I00) Rheumatic fever without mention of heart involvement
2309;I01;IX;I00-I02;0;(I01) Rheumatic fever with heart involvement
2310;I01.0;IX;I00-I02;I01;(I01.0) Acute rheumatic pericarditis
2311;I01.1;IX;I00-I02;I01;(I01.1) Acute rheumatic endocarditis
2312;I01.2;IX;I00-I02;I01;(I01.2) Acute rheumatic myocarditis
2313;I01.8;IX;I00-I02;I01;(I01.8) Other acute rheumatic heart disease
2314;I01.9;IX;I00-I02;I01;(I01.9) Acute rheumatic heart disease, unspecified
2315;I02;IX;I00-I02;0;(I02) Rheumatic chorea
2316;I02.0;IX;I00-I02;I02;(I02.0) Rheumatic chorea with heart involvement
2317;I02.9;IX;I00-I02;I02;(I02.9) Rheumatic chorea without heart involvement
2318;I05-I09;IX;0;0;(I05-I09) Chronic rheumatic heart diseases
2319;I05;IX;I05-I09;0;(I05) Rheumatic mitral valve diseases
2320;I05.0;IX;I05-I09;I05;(I05.0) Mitral stenosis
2321;I05.1;IX;I05-I09;I05;(I05.1) Rheumatic mitral insufficiency
2322;I05.2;IX;I05-I09;I05;(I05.2) Mitral stenosis with insufficiency
2323;I05.8;IX;I05-I09;I05;(I05.8) Other mitral valve diseases
2324;I05.9;IX;I05-I09;I05;(I05.9) Mitral valve disease, unspecified
2325;I06;IX;I05-I09;0;(I06) Rheumatic aortic valve diseases
2326;I06.0;IX;I05-I09;I06;(I06.0) Rheumatic aortic stenosis
2327;I06.1;IX;I05-I09;I06;(I06.1) Rheumatic aortic insufficiency
2328;I06.2;IX;I05-I09;I06;(I06.2) Rheumatic aortic stenosis with insufficiency
2329;I06.8;IX;I05-I09;I06;(I06.8) Other rheumatic aortic valve diseases
2330;I06.9;IX;I05-I09;I06;(I06.9) Rheumatic aortic valve disease, unspecified
2331;I07;IX;I05-I09;0;(I07) Rheumatic tricuspid valve diseases
2332;I07.0;IX;I05-I09;I07;(I07.0) Tricuspid stenosis
2333;I07.1;IX;I05-I09;I07;(I07.1) Tricuspid insufficiency
2334;I07.2;IX;I05-I09;I07;(I07.2) Tricuspid stenosis with insufficiency
2335;I07.8;IX;I05-I09;I07;(I07.8) Other tricuspid valve diseases
2336;I07.9;IX;I05-I09;I07;(I07.9) Tricuspid valve disease, unspecified
2337;I08;IX;I05-I09;0;(I08) Multiple valve diseases
2338;I08.0;IX;I05-I09;I08;(I08.0) Disorders of both mitral and aortic valves
2339;I08.1;IX;I05-I09;I08;(I08.1) Disorders of both mitral and tricuspid valves
2340;I08.2;IX;I05-I09;I08;(I08.2) Disorders of both aortic and tricuspid valves
2341;I08.3;IX;I05-I09;I08;(I08.3) Combined disorders of mitral, aortic and tricuspid valves
2342;I08.8;IX;I05-I09;I08;(I08.8) Other multiple valve diseases
2343;I08.9;IX;I05-I09;I08;(I08.9) Multiple valve disease, unspecified
