id;code;name;address;region;province;city;barangay;zip;landline;cellphone;fax;email;email2;website;ownership;type;status
4454;DOH000000000004987;KINAWITNON BARANGAY HEALTH STATION;;Region 11;DAVAO DEL NORTE;ISLAND GARDEN CITY OF SAMAL;KINAWITNON;;;;;;;;Government;Barangay Health Station;Active
4455;DOH000000000004988;RIZAL RURAL HEALTH UNIT;;Region 2;CAGAYAN;RIZAL;POBLACION;3526;;9274180183;;;;;Government;Rural Health Unit;Active
4456;DOH000000000004989;NATIVIDAD BARANGAY HEALTH STATION;;Region 6;ANTIQUE;TIBIAO;NATIVIDAD;;;;;;;;Government;Barangay Health Station;Active
4457;DOH000000000004990;SANTA FE RURAL HEALTH UNIT AND FAMILY PLANNING CENTER;;Region 4B;ROMBLON;SANTA FE;POBLACION;5508;;;;;;;Government;Rural Health Unit;Active
4458;DOH000000000004991;SAN FRANCISCO RURAL HEALTH UNIT;San Francisco, Quezon;Region 4A;QUEZON;SAN FRANCISCO (AURORA);;4315;21;21;21;;;;Government;Rural Health Unit;Active
4459;DOH000000000004994;SALOGON BARANGAY HEALTH STATION;;Region 5;CAMARINES SUR;SAN JOSE;SALOGON;;;;;;;;Government;Barangay Health Station;Active
4460;DOH000000000004995;PANURAN BARANGAY HEALTH STATION;;Region 6;ILOILO;JANIUAY;PANURAN;;;;;;;;Government;Barangay Health Station;Active
4461;DOH000000000004996;DEMANO'S MEDICAL AND PEDIATRIC CLINIC;Bonifacio Street;Region 2;ISABELA;RAMON;BUGALLON PROPER (POB.);;;;;;;;Private;Hospital;Active
4462;DOH000000000004997;CAPUL DISTRICT HOSPITAL;M. Pelito;Region 8;NORTHERN SAMAR;CAPUL;;;;;;;;;Government;Hospital;Active
4463;DOH000000000004998;ASINGAN RURAL HEALTH UNIT II (GARY TAGANAS CHUI MEMORIAL HEALTH CENTER);;Region 1;PANGASINAN;ASINGAN;BANTOG;;(075) 563-3156;;;;;;Government;Rural Health Unit;Active
4464;DOH000000000004999;AQUINAS UNIVERSITY HOSPITAL, FOUNDATION, INC.;Washington Drive;Region 5;ALBAY;LEGAZPI CITY  (Capital);;;;;;;;;Private;Hospital;Active
4465;DOH000000000005000;CAUAYAN CITY HEALTH OFFICE I;;Region 2;ISABELA;CITY OF CAUAYAN;;;(078) 6523332;;;;;;Government;City Health Office;Active
4466;DOH000000000005001;ALICIA RURAL HEALTH UNIT;;Region 7;BOHOL;ALICIA;POBLACION (CALINGGANAY);6314;(038) 5212070;0906-7074397;(038) 5212070;;;;Government;Rural Health Unit;Active
4467;DOH000000000005002;GABRIELA SILANG GENERAL HOSPITAL;Quirino Boulevard;Region 1;ILOCOS SUR;CITY OF VIGAN (Capital);TAMAG;;77-7227339;;;;;;Government;Hospital;Active
4468;DOH000000000005003;DR. JANET TUMOLVA-LUSUNG MEDICAL CLINIC AND LYING-IN;74;Region 2;ISABELA;DELFIN ALBANO (MAGSAYSAY);RAGAN SUR (POB.);;;;;;;;Private;Hospital;Active
4469;DOH000000000005004;BETHANY HOSPITAL, INC.;Widdoes St.;Region 1;LA UNION;CITY OF SAN FERNANDO (Capital);BARANGAY II (POB.);;72-242-0804;;7000110;;;;Private;Hospital;Active
4470;DOH000000000005005;ATONG-ATONG RURAL HEALTH UNIT;;Region 9;CITY OF ISABELA (Not a Province);CITY OF ISABELA (Capital);;;;;;;;;Government;Rural Health Unit;Active
4471;DOH000000000005006;BADAS BARANGAY HEALTH STATION;Badas;Region 11;DAVAO ORIENTAL;MATI (Capital);BADAS;;;;;;;;Government;Barangay Health Station;Active
4472;DOH000000000005007;CABUGAO (SUYO) BARANGAY HEALTH STATION;;Region 1;ILOCOS SUR;SUYO;CABUGAO;;;;;;;;Government;Barangay Health Station;Active
4473;DOH000000000005008;DINGALAN MUNICIPAL HEALTH OFFICE;LGU Compound;Region 3;AURORA;DINGALAN;POBLACION;3207;none;9209830353;none;;;;Government;Municipal Health Office;Active
4474;DOH000000000005009;TACUYONG SUR BARANGAY HEALTH STATION;;Region 6;ILOILO;LEON;TACUYONG SUR;;;;;;;;Government;Barangay Health Station;Active
4475;DOH000000000005010;GUADULUPE HEALTH CENTER;;Region 7;CEBU;CEBU CITY (Capital);GUADALUPE;;;;;;;;Government;Rural Health Unit;Active
4476;DOH000000000005011;SANTO TOMAS BARANGAY HEALTH STATION;;Region 8;EASTERN SAMAR;SULAT;SANTO TOMAS;;;;;;;;Government;Barangay Health Station;Active
4477;DOH000000000005013;TACLOBAN CITY HOSPITAL;;Region 8;LEYTE;TACLOBAN CITY (Capital);BARANGAY  80 (MARASBARAS);;323-3068;;;;;;Government;Hospital;Active
4478;DOH000000000005014;ZAPANTA MATERNITY & GENERAL HOSPITAL;4689 F. manalo Ave., Brgy. Pag-asa, San Jose, Occidental Mindoro;Region 4B;OCCIDENTAL MINDORO;SAN JOSE;PAG-ASA;;;;;;;;Private;Hospital;Active
4479;DOH000000000005015;CALUMPANG BARANGAY HEALTH STATION;;Region 6;ILOILO;ILOILO CITY (Capital);CALUMPANG;;;;;;;;Government;Barangay Health Station;Active
4480;DOH000000000005016;SULUAN BARANGAY HEALTH STATION;;Region 8;EASTERN SAMAR;GUIUAN;SULUAN;;;;;;;;Government;Barangay Health Station;Active
4481;DOH000000000005017;NAGSABARAN NORTE BARANGAY HEALTH STATION;;Region 1;LA UNION;BALAOAN;NAGSABARAN NORTE;;;;;;;;Government;Barangay Health Station;Active
4482;DOH000000000005018;RO DIAGAN COOPERATIVE HOSPITAL;27 Quezon Avenue;Region 12;SOUTH COTABATO;GENERAL SANTOS CITY (DADIANGAS);;;083-5523942;;083-5534522;;;;Private;Hospital;Active
4483;DOH000000000005019;ST THERESE HOSPITAL;43 Barrientos St. Layawan;Region 10;MISAMIS OCCIDENTAL;BONIFACIO;;;;;;;;;Private;Hospital;Active
4484;DOH000000000005020;CATALAN MEDICAL HOSPITAL;#523 J. M. Loyola St. Carmona;Region 4A;CAVITE;CARMONA;;;;;;;;;Private;Hospital;Active
4485;DOH000000000005021;PIO PUERICULTURE CENTER;Santuico Street;NCR;NCR, FOURTH DISTRICT (Not a Province);CITY OF MAKATI;PIO DEL PILAR;1230;484-7503;none;none;;;;Government;Rural Health Unit;Active
4486;DOH000000000005022;SIGAY RURAL HEALTH UNIT;;Region 1;ILOCOS SUR;SIGAY;POBLACION (MADAYAW);;;9064120708;;;;;Government;Rural Health Unit;Active
4487;DOH000000000005023;SANTA MARIA (LUYAN NORTH) BARANGAY HEALTH STATION;;Region 1;PANGASINAN;MAPANDAN;SANTA MARIA (LUYAN NORTH);;;;;;;;Government;Barangay Health Station;Active
4488;DOH000000000005024;MALITA DISTRICT HOSPITAL;;Region 11;DAVAO DEL SUR;MALITA;POBLACION;;;;;;;;Government;Hospital;Active
4489;DOH000000000005026;A. ZARATE GENERAL HOSPITAL;Atlas Cpd. Naga Rd.;NCR;NCR, FOURTH DISTRICT (Not a Province);CITY OF LAS PI?AS;PULANG LUPA UNO;;8724827;;;;;;Private;Hospital;Active
4490;DOH000000000005027;AGUSAN DEL NORTE PROVINCIAL HOSPITAL;Libertad St.;CARAGA;AGUSAN DEL NORTE;BUTUAN CITY (Capital);;;;;;;;;Government;Hospital;Active
4491;DOH000000000005028;CURUAN COMMUNITY HOSPITAL;;Region 9;ZAMBOANGA DEL SUR;ZAMBOANGA CITY;;;;;;;;;Government;Hospital;Active
4492;DOH000000000005029;ROXAS MEMORIAL PROVINCIAL HOSPITAL;Arnaldo Blvd.;Region 6;CAPIZ;ROXAS CITY (Capital);;;;;;;;;Government;Hospital;Active
4493;DOH000000000005030;SULU PROVINCIAL HOSPITAL;;ARMM;SULU;JOLO (Capital);;;;;;;;;Government;Hospital;Active
4494;DOH000000000005032;UP-PHILIPPINE GENERAL HOSPITAL;Taft Avenue;NCR;NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province);ERMITA;;;;;;;;;Government;Hospital;Active
4495;DOH000000000005033;UNIVERSITY OF SOUTHERN MINDANAO (USM) HOSPITAL;USM Campus;Region 12;COTABATO (NORTH COTABATO);KABACAN;;;064-2482346;;;;;;Government;Hospital;Active
4496;DOH000000000005034;WESTERN VISAYAS MEDICAL CENTER;Mandurriao;Region 6;ILOILO;ILOILO CITY (Capital);;;;;;;;;Government;Hospital;Active
4497;DOH000000000005035;BINIDAYAN RURAL HEALTH UNIT;;ARMM;LANAO DEL SUR;BUBONG;;;;;;;;;Government;Rural Health Unit;Active
4498;DOH000000000005036;IMUS CITY HEALTH OFFICE II;;Region 4A;CAVITE;IMUS;POBLACION III-A (POB.);;;;;;;;Government;City Health Office;Active
4499;DOH000000000005037;MALITBOG  RURAL HEALTH UNIT;;Region 10;BUKIDNON;MALITBOG;POBLACION;;;;;;;;Government;Rural Health Unit;Active
4500;DOH000000000005038;ALEJAL BARANGAY HEALTH STATION;Alejal;Region 11;DAVAO DEL NORTE;CARMEN;ALEJAL;;;;;;;;Government;Barangay Health Station;Active
4501;DOH000000000005039;BAKIAD BARANGAY HEALTH STATION;Bakiad, Labo, Camarines Norte;Region 5;CAMARINES NORTE;LABO;BAKIAD;;;;;;;;Government;Barangay Health Station;Active
4502;DOH000000000005040;BARI BARANGAY HEALTH STATION;;Region 1;PANGASINAN;MANGALDAN;BARI;;;;;;;;Government;Barangay Health Station;Active
4503;DOH000000000005041;MALIIT DIGOS BARANGAY HEALTH STATION;Maliit Digos;Region 11;DAVAO DEL SUR;HAGONOY;MALIIT DIGOS;;;;;;;;Government;Barangay Health Station;Active
4504;DOH000000000005042;SALOMAGUE SUR BARANGAY HEALTH STATION;;Region 1;PANGASINAN;BUGALLON;SALOMAGUE SUR;;;;;;;;Government;Barangay Health Station;Active
4505;DOH000000000005044;MAGTAON BARANGAY HEALTH STATION;;Region 8;NORTHERN SAMAR;MAPANAS;MAGTAON;;;;;;;;Government;Barangay Health Station;Active
4506;DOH000000000005045;DELFIN ALBANO COMMUNITY HOSPITAL;;Region 2;ISABELA;DELFIN ALBANO (MAGSAYSAY);RAGAN SUR (POB.);;;;;;;;Government;Hospital;Active
4507;DOH000000000005046;ILIHAN BARANGAY HEALTH STATION;Ilihan, Jose Dalman, ZDN;Region 9;ZAMBOANGA DEL NORTE;JOSE DALMAN (PONOT);ILIHAN;;;;;;;;Government;Barangay Health Station;Active
4508;DOH000000000005047;FATIMA HEALTH CENTER;;Region 5;ALBAY;CITY OF TABACO;FATIMA;;;;;;;;Government;Rural Health Unit;Active
4509;DOH000000000005048;SANTA CRUZ COMMUNITY HOSPITAL;;Region 4B;OCCIDENTAL MINDORO;SANTA CRUZ;POBLACION I (BARANGAY 1);;(043)7111168;;;;;;Government;Hospital;Active
4510;DOH000000000005049;ST. JUDE CLINIC AND HOSPITAL;Luneta Street;Region 5;CAMARINES SUR;BAAO;SANTA CRUZ (POB.);;266-3-29;;;;;;Private;Hospital;Active
4511;DOH000000000005050;NORTH CALOOCAN DOCTORS HOSPITAL;L31 B10 Bankers Vill 2 Quirino H-way;NCR;NCR, THIRD DISTRICT (Not a Province);KALOOKAN CITY;;;9615213;;;;;;Private;Hospital;Active
4512;DOH000000000005052;DR. FERNANDO B. DURAN SR MEMORIAL HOSPITAL;Sorsogon Diversion Road;Region 5;SORSOGON;CITY OF SORSOGON (Capital);MACABOG;;2111132;;;;;;Government;Hospital;Active
4513;DOH000000000005053;ANGAS BARANGAY HEALTH STATION;;Region 5;CAMARINES NORTE;BASUD;ANGAS;;;;;;;;Government;Barangay Health Station;Active
4514;DOH000000000005054;TAGABEBE BARANGAY HEALTH STATION;;Region 11;DAVAO ORIENTAL;GOVERNOR GENEROSO;TAGABEBE;;;;;;;;Government;Barangay Health Station;Active
4515;DOH000000000005055;DINAS RURAL HEALTH UNIT;;Region 9;ZAMBOANGA DEL SUR;DINAS;POBLACION;7030;;9278472508;;;;;Government;Rural Health Unit;Active
4516;DOH000000000005056;LEZO RURAL HEALTH UNIT;Corner Fernandez and San Isidro St.;Region 6;AKLAN;LEZO;POBLACION;5605;(036) 2747331;9192761736;;;;;Government;Rural Health Unit;Active
4517;DOH000000000005057;SAN JOSE BARANGAY HEALTH STATION;San Jose;Region 11;DAVAO ORIENTAL;BOSTON;SAN JOSE;;;;;;;;Government;Barangay Health Station;Active
4518;DOH000000000005058;GUBAT DISTRICT HOSPITAL;;Region 5;SORSOGON;GUBAT;;;;;;;;;Government;Hospital;Active
4519;DOH000000000005059;ST. THERESE OF THE CHILD JESUS HOSPITAL, INC.;Jimenez Street;Region 5;SORSOGON;CITY OF SORSOGON (Capital);;;;;;;;;Private;Hospital;Active
4520;DOH000000000005060;IMMACULATE CONCEPCION POLYCLINIC AND HOSPITAL;;Region 3;TARLAC;CONCEPCION;GREEN VILLAGE;;045-923-0537;;;;;;Private;Hospital;Active
4521;DOH000000000005061;ST. JOHN HOSPITAL;Rasay Street;Region 11;DAVAO DEL SUR;DAVAO CITY;TORIL (POB.);;;;;;;;Private;Hospital;Active
4522;DOH000000000005062;ST. JOHN THE BAPTIST MEDICAL CENTER, INC.;;Region 4A;LAGUNA;CITY OF CALAMBA;PARIAN;;;;;;;;Private;Hospital;Active
4523;DOH000000000005063;DATU ODIN SINSUAT RURAL HEALTH UNIT;;ARMM;MAGUINDANAO;DATU ODIN SINSUAT (DINAIG);;;;9263400466;;;;;Government;Rural Health Unit;Active
4524;DOH000000000005064;LIBTONG BARANGAY HEALTH STATION;;Region 5;ALBAY;TIWI;LIBTONG;;;;;;;;Government;Barangay Health Station;Active
4525;DOH000000000005065;PARAOIR BARANGAY HEALTH STATION;;Region 1;LA UNION;BALAOAN;PARAOIR;;;;;;;;Government;Barangay Health Station;Active
4526;DOH000000000005066;CONNER RURAL HEALTH UNIT AND REPRODUCTIVE HEALTH CENTER;;CAR;APAYAO;CONNER;MALAMA;3807;none;none;none;;;;Government;Rural Health Unit;Active
4527;DOH000000000005067;OLD PANAMAO RURAL HEALTH UNIT;;ARMM;SULU;OLD PANAMAO;;;;;;;;;Government;Rural Health Unit;Active
4528;DOH000000000005068;CONTRERAS MEDICAL CLINIC;Gen. Trias Drive;Region 4A;CAVITE;ROSARIO;;;;;;;;;Private;Hospital;Active
4529;DOH000000000005069;BARANGAY 7 (POB.) BARANGAY HEALTH STATION;;Region 10;MISAMIS ORIENTAL;CAGAYAN DE ORO CITY (Capital);BARANGAY 7 (POB.);;;;;;;;Government;Barangay Health Station;Active
4530;DOH000000000005071;SAINT PAUL HOSPITAL;Ugac Highway;Region 2;CAGAYAN;TUGUEGARAO CITY(Capital);UGAC NORTE;;;;;;;;Private;Hospital;Active
4531;DOH000000000005072;DINAGAT DISTRICT HOSPITAL;;CARAGA;DINAGAT ISLANDS;DINAGAT;;;;;;;;;Government;Hospital;Active
4532;DOH000000000005073;RIZAL RURAL HEALTH UNIT;;Region 9;ZAMBOANGA DEL NORTE;RIZAL;WEST POBLACION;7104;;9214900410;;;;;Government;Rural Health Unit;Active
4533;DOH000000000005074;BATASAN HILLS HEALTH CENTER;IBP Road corner Commonwealth Ave.;NCR;NCR, SECOND DISTRICT (Not a Province);QUEZON CITY;BATASAN HILLS;1126;none;9228912659;none;;;;Government;Rural Health Unit;Active
4534;DOH000000000005075;GALAS HEALTH CENTER;#46 Bayani Street;NCR;NCR, SECOND DISTRICT (Not a Province);QUEZON CITY;SAN ISIDRO;1113;none;9193445320;none;;;;Government;Rural Health Unit;Active
4535;DOH000000000005077;UNITED DOCTORS HOSPITAL OF TAGUM INC;Tagum City;Region 11;DAVAO DEL NORTE;CITY OF TAGUM (Capital);;;;;;;;;Private;Hospital;Active
4536;DOH000000000005078;EMMANUEL HOSPITAL;Norberto St.;Region 3;BULACAN;SAN MIGUEL;SAN JOSE;;044-764-0264;;678-0100/9133;;;;Private;Hospital;Active
4537;DOH000000000005079;HINATUAN DISTRICT HOSPITAL;;CARAGA;SURIGAO DEL SUR;HINATUAN;;;;;;;;;Government;Hospital;Active
4538;DOH000000000005080;DR. LITO DE LUNA BELARMINO MED. HOS. (FORMERLYHINGCA-HAO MEMORIAL HOSPITAL);;Region 5;MASBATE;DIMASALANG;;;;;;;;;Private;Hospital;Active
4539;DOH000000000005081;MARTINEZ MEMORIAL HOSPITAL;198 A. Mabini St. Maypajo;NCR;NCR, THIRD DISTRICT (Not a Province);KALOOKAN CITY;;;2888661;;;;;;Private;Hospital;Active
4540;DOH000000000005082;MARY MEDIATRIX MEDICAL CENTER;J.P. Laurel Highway;Region 4A;BATANGAS;LIPA CITY;MATAAS NA LUPA;;;;;;;;Private;Hospital;Active
4541;DOH000000000005083;SAN ISIDRO HOSPITAL;119 Quezon Avenue;Region 4A;RIZAL;ANGONO;;;;;;;;;Private;Hospital;Active
4542;DOH000000000005084;SAN JUAN DE DIOS EDUCATIONAL FOUNDATION INC.;2772 Roxas Blvd.;NCR;NCR, FOURTH DISTRICT (Not a Province);PASAY CITY;BARANGAY  76;;8319731-36;8315641-49;8316921;;;;Private;Hospital;Active
4543;DOH000000000005085;ST. CATHERINE OF ALEXANDRIA FOUNDATION AND MEDICAL CENTER;4163 Rizal Extension;Region 3;PAMPANGA;ANGELES CITY;;;;;;;;;Private;Hospital;Active
4544;DOH000000000005086;VSU HOSPITAL (FORMERLYVISCA INFIRMARY);Baybay, Leyte;Region 8;LEYTE;BAYBAY;;;;;;;;;Government;Hospital;Active
4545;DOH000000000005087;BAGONG BARRIO ZONE I HEALTH CENTER;;NCR;NCR, THIRD DISTRICT (Not a Province);KALOOKAN CITY;BARANGAY 143;;;;;;;;Government;Rural Health Unit;Active
4546;DOH000000000005088;BAGONG BARANGAY HEALTH CENTER;Comp. Zamora Street;NCR;NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province);PANDACAN;BARANGAY 842;;;;;;;;Government;Rural Health Unit;Active
4547;DOH000000000005089;GRACE PARK PUERICULTURE CENTER;;NCR;NCR, THIRD DISTRICT (Not a Province);KALOOKAN CITY;;;;;;;;;Government;Birthing Home;Active
4548;DOH000000000005090;PUTATAN HEALTH CENTER (BAGONG LIPUNAN);Health Center Complex, National Road corner Bliss;NCR;NCR, FOURTH DISTRICT (Not a Province);CITY OF MUNTINLUPA;PUTATAN;;;;;;;;Government;Rural Health Unit;Active
4549;DOH000000000005091;VICTORIAS RURAL HEALTH UNIT;Montinola St;Region 6;NEGROS OCCIDENTAL;CITY OF VICTORIAS;;;;;;;;;Government;Rural Health Unit;Active
4550;DOH000000000005092;BALBALAYANG BARANGAY HEALTH STATION;;Region 1;LA UNION;SAN GABRIEL;BALBALAYANG;;;;;;;;Government;Barangay Health Station;Active
4551;DOH000000000005093;V.L. MAKABALI MEMORIAL HOSPITAL, INC.;B. Mendoza St.;Region 3;PAMPANGA;CITY OF SAN FERNANDO (Capital);SANTO ROSARIO (POB.);;045-9612234;;;;;;Private;Hospital;Active
4552;DOH000000000005094;DACUTON BARANGAY HEALTH STATION;;Region 6;CAPIZ;DUMARAO;DACUTON;;;;;;;;Government;Barangay Health Station;Active
4553;DOH000000000005095;L. PIMENTAL BARANGAY HEALTH STATION;;Region 3;AURORA;SAN LUIS;L. PIMENTEL;;;;;;;;Government;Barangay Health Station;Active
4554;DOH000000000005096;TAMBOBONG BARANGAY HEALTH STATION;;Region 1;PANGASINAN;DASOL;TAMBOBONG;;;;;;;;Government;Barangay Health Station;Active
4555;DOH000000000005097;CORAL NA BATO BARANGAY HEALTH STATION;;Region 3;BULACAN;SAN RAFAEL;CORAL NA BATO;;;;;;;;Government;Barangay Health Station;Active
4556;DOH000000000005099;SAN JOSE DEL MONTE CITY HEALTH OFFICE II;;Region 3;BULACAN;CITY OF SAN JOSE DEL MONTE;TUNGKONG MANGGA;;;;;;;;Government;City Health Office;Active
4557;DOH000000000005100;MILAOR MUNICIPAL HEALTH OFFICE;;Region 5;CAMARINES SUR;MILAOR;SANTO DOMINGO (POB.);4413;(054) 473-1012;9068643282;473-93-02;rhumilaor@yahoo.com.ph;;;Government;Municipal Health Office;Active
4558;DOH000000000005101;TAYSAN RURAL HEALTH UNIT;;Region 4A;BATANGAS;TAYSAN;POBLACION EAST;4228;;;;;;;Government;Rural Health Unit;Active
4559;DOH000000000005102;CALANASAN MUNICIPAL HEALTH OFICE;ABASAG STREET;CAR;APAYAO;CALANASAN (BAYAG);POBLACION;3810;;0915-6227614;;rhucalanasan@yahoo.com;rhucalanasan@gmail.com;;Government;Municipal Health Office;Active
4560;DOH000000000005103;SANTA RITA RURAL HEALTH UNIT;;Region 3;PAMPANGA;SANTA RITA;;2002;(045)9002096;9284558135;;;;;Government;Rural Health Unit;Active
4561;DOH000000000005104;THE MEDICAL CITY;Ortigas Avenue.;NCR;NCR, SECOND DISTRICT (Not a Province);CITY OF PASIG;UGONG;;6318626;;6356789;;;;Private;Hospital;Active
4562;DOH000000000005105;UNCIANO MEDICAL CENTER;Circumferential Road;Region 4A;RIZAL;CITY OF ANTIPOLO;SAN ROQUE (POB.);;;;;;;;Private;Hospital;Active
4563;DOH000000000005106;UNISAN MEDICARE COMMUNITY HOSPITAL;;Region 4A;QUEZON;UNISAN;KALILAYAN IBABA;;;;;;;;Government;Hospital;Active
4564;DOH000000000005107;WORLD CITI MEDICAL CENTER;960 Aurora Blvd. Ext.;NCR;NCR, SECOND DISTRICT (Not a Province);QUEZON CITY;AURORA;;9138380;;9138383;;;;Private;Hospital;Active
4565;DOH000000000005108;YNARES MUNICIPAL HOSPITAL;474 National Road;Region 4A;RIZAL;JALA-JALA;SIPSIPIN;;4014526;;;;;;Government;Hospital;Active
4566;DOH000000000005109;BALANGKAS HEALTH CENTER;Deato Subdivision;NCR;NCR, THIRD DISTRICT (Not a Province);CITY OF VALENZUELA;BALANGKAS;;;;;;;;Government;Rural Health Unit;Active
4567;DOH000000000005112;INFANTA MAIN HEALTH CENTER;;Region 1;PANGASINAN;INFANTA;POBLACION;;;;;;;;Government;Main Health Center;Active
4568;DOH000000000005113;BARANGAY VII BARANGAY HEALTH STATION;;Region 1;ILOCOS SUR;CITY OF VIGAN (Capital);BARANGAY VII;;;;;;;;Government;Barangay Health Station;Active
4569;DOH000000000005114;CONCEPCION BARANGAY HEALTH STATION;;Region 6;CAPIZ;DUMALAG;CONCEPCION;;;;;;;;Government;Barangay Health Station;Active
4570;DOH000000000005115;CADIZ DISTRICT HOSPITAL;National Highway, Hacienda Hortencia;Region 6;NEGROS OCCIDENTAL;CADIZ CITY;DAGA;;;;;;;;Government;Hospital;Active
4571;DOH000000000005116;MANGIN BARANGAY HEALTH STATION;;Region 1;PANGASINAN;DAGUPAN CITY;MANGIN;;;;;;;;Government;Barangay Health Station;Active
4572;DOH000000000005117;POBLACION ILAYA BARANGAY HEALTH STATION;;Region 6;CAPIZ;PANITAN;POBLACION ILAYA;;;;;;;;Government;Barangay Health Station;Active
4573;DOH000000000005118;TEBAG EAST BARANGAY HEALTH STATION;;Region 1;PANGASINAN;SANTA BARBARA;TEBAG EAST;;;;;;;;Government;Barangay Health Station;Active
4574;DOH000000000005119;SISON RURAL HEALTH UNIT & FAMILY PLANNING CENTER;;CARAGA;SURIGAO DEL NORTE;SISON;MAYAG;;none;none;none;;;;Government;Rural Health Unit;Active
4575;DOH000000000005120;CAMCUEVAS BARANGAY HEALTH STATION;;Region 8;EASTERN SAMAR;GENERAL MACARTHUR;CAMCUEVAS;;;;;;;;Government;Barangay Health Station;Active
4576;DOH000000000005122;JESUS NAZARENE GENERAL HOSPITAL;Vicente Solis Street;Region 1;PANGASINAN;LINGAYEN (Capital);POBLACION;;75-542-5758;;;;;;Private;Hospital;Active
4577;DOH000000000005123;MANIBAD BARANGAY HEALTH STATION;;Region 6;CAPIZ;MAMBUSAO;MANIBAD;;;;;;;;Government;Barangay Health Station;Active
4578;DOH000000000005124;SOGOD RURAL HEALTH UNIT;Sogod, Southern Leyte;Region 8;SOUTHERN LEYTE;SOGOD;;6606;3822108;;;;;;Government;Rural Health Unit;Active
4579;DOH000000000005125;DR. BERNARDO B. CORRAL MEMORIAL HOSPITAL;San Lorenzo Street;Region 5;ALBAY;TIWI;;;888-55-53;;;;;;Private;Hospital;Active
4580;DOH000000000005126;STA. TERESITA GENERAL HOSPITAL;100 D. Tuazon St.;NCR;NCR, SECOND DISTRICT (Not a Province);QUEZON CITY;;;7810301-06;;7438770;;;;Private;Hospital;Active
4581;DOH000000000005127;VALENCIA SANITARIUM AND HOSPITAL FOUNDATION, INC.;Facoma Sudivision;Region 10;BUKIDNON;CITY OF VALENCIA;POBLACION;;;;;;;;Private;Hospital;Active
4582;DOH000000000005128;ISIDRO MENDOZA HEALTH CENTER;2158 Jesus Street;NCR;NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province);PANDACAN;BARANGAY 848;;;;;;;;Government;Rural Health Unit;Active
4583;DOH000000000005130;PASAY CITY HEALTH OFFICE;;NCR;NCR, FOURTH DISTRICT (Not a Province);PASAY CITY;BARANGAY  70;;;;;;;;Government;City Health Office;Active
4584;DOH000000000005131;BOLINTAGUEN BARANGAY HEALTH STATION;;Region 1;PANGASINAN;SAN QUINTIN;BOLINTAGUEN;;;;;;;;Government;Barangay Health Station;Active
4585;DOH000000000005133;CARIBQUIB BARANGAY HEALTH STATION;;Region 1;ILOCOS NORTE;BANNA (ESPIRITU);CARIBQUIB;;;;;;;;Government;Barangay Health Station;Active
4586;DOH000000000005134;CAROSUCAN NORTE BARANGAY HEALTH STATION;;Region 1;PANGASINAN;ASINGAN;CAROSUCAN NORTE;;;;;;;;Government;Barangay Health Station;Active
4587;DOH000000000005135;NEW SANTIAGO BARANGAY HEALTH STATION;;Region 11;DAVAO DEL NORTE;ASUNCION (SAUG);NEW SANTIAGO;;;;;;;;Government;Barangay Health Station;Active
4588;DOH000000000005136;NEW TAOKANGA BARANGAY HEALTH STATION;New Taokanga;Region 11;DAVAO ORIENTAL;MANAY;NEW TAOKANGA;;;;;;;;Government;Barangay Health Station;Active
4589;DOH000000000005137;ESTANCIA BARANGAY HEALTH STATION;Estancia,Malinao, Albay;Region 5;ALBAY;MALINAO;ESTANCIA;;;;;;;;Government;Barangay Health Station;Active
4590;DOH000000000005138;PUNDAGUITAN BARANGAY HEALTH STATION;;Region 11;DAVAO ORIENTAL;GOVERNOR GENEROSO;PUNDAGUITAN;;;;;;;;Government;Barangay Health Station;Active
4591;DOH000000000005139;EASTERN VISAYAS REGIONAL MEDICAL CENTER;Magsaysay Blvd.;Region 8;LEYTE;TACLOBAN CITY (Capital);;;321-3129;;;;;;Government;Hospital;Active
4592;DOH000000000005140;IMUS CITY HEALTH OFFICE III;;Region 4A;CAVITE;IMUS;POBLACION III-B;4103;(046) 4719734;9175524799;;;;;Government;City Health Office;Active
4593;DOH000000000005141;TUKURAN RURAL HEALTH UNIT;;Region 9;ZAMBOANGA DEL SUR;TUKURAN;SANTO NI??O (POB.);7019;;9207765711;;;;;Government;Rural Health Unit;Active
4594;DOH000000000005142;KIBUNGAN RURAL HEALTH UNIT;;CAR;BENGUET;KIBUNGAN;;2611;;;;;;;Government;Rural Health Unit;Active
4595;DOH000000000005143;PIGCAWAYAN RURAL HEALTH UNIT;;Region 12;COTABATO (NORTH COTABATO);PIGKAWAYAN;POBLACION III;9402;(064)2293357;9292317808;(064)2293222;;;;Government;Rural Health Unit;Active
