id;test_id;test_name;result_id;result;loinc_code;loinc_attribute;updated;method
664;ALT;Alanine Aminotransferase (ALT) (GPT), Serum;ALT;Alanine Aminotransferase (ALT), S;1742-6;Alanine aminotransferase:CCnc:Pt:Ser/Plas:Qn:;2012-03-12;Photometric Rate, L-Alanine with Pyridoxal-5-Phosphate
665;ALTN;Alternaria tenuis, IgE;ALTN;Alternaria Tenuis, IgE;6020-2;Alternaria alternata Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-12;Fluorescence Enzyme Immunoassay (FEIA)
666;ALU;Aluminum, 24 Hour, Urine;861;Al Conc;6929-4;Aluminum:MCnc:24H:Urine:Qn:;2009-11-13;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
667;ALU;Aluminum, 24 Hour, Urine;VL13;Urine Volume;28009-9;Specimen volume:Vol:Pt:Urine:Qn:;2012-03-12;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
668;ALU;Aluminum, 24 Hour, Urine;8828;Aluminum, 24 Hr, U;26707-0;Aluminum:MRat:24H:Urine:Qn:;2009-11-13;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
669;ALU;Aluminum, 24 Hour, Urine;TM15;Collection Duration;13362-9;Collection duration:Time:*:Urine:Qn:;2012-03-12;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
670;ALUR;Aluminum, Random, Urine;86377;Aluminum, Random, U;5577-2;Aluminum:MCnc:Pt:Urine:Qn:;2009-11-13;Dynamic Reaction Cell-Inductively Coupled Plasma-Mass Spectrometry (DRC-ICP-MS)
671;AMA;Mitochondrial Antibodies (M2), Serum;AMA;Mitochondrial Ab, M2, S;49781-8;Mitochondria M2 Ab:ACnc:Pt:Ser:Qn:;2012-03-12;Enzyme Immunoassay (EIA)
672;AMBF;Amylase, Body Fluid;FLD21;Fluid Type;14725-6;Fluid:Type:Pt:Body fld:Nom:;2012-03-15;Substrate Kinetic
673;AMBF;Amylase, Body Fluid;AMBFL;Amylase, BF;1795-4;Amylase:CCnc:Pt:Body fld:Qn:;2012-03-12;Substrate Kinetic
674;AMH;Antimullerian Hormone (AMH), Serum;89711;Antimullerian Hormone, S;38476-8;Mullerian inhibiting substance:MCnc:Pt:Ser/Plas:Qn:;2011-06-24;Immunometric Assay
675;AMIKP;Amikacin, Peak, Serum;500042;Amikacin, Peak, S;3319-1;Amikacin^peak:MCnc:Pt:Ser/Plas:Qn:;2012-03-12;Enzyme-Multiplied Immunoassay Technique (EMIT)
676;AMIKR;Amikacin, Random, Serum;81752;Amikacin, Random, S;35669-1;Amikacin^random:MCnc:Pt:Ser/Plas:Qn:;2011-04-28;Enzyme-Multiplied Immunoassay Technique (EMIT)
677;AMIKT;Amikacin, Trough, Serum;6774;Amikacin, Trough, S;3321-7;Amikacin^trough:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;Enzyme-Multiplied Immunoassay Technique (EMIT)
678;AMIO;Amiodarone, Serum;2485;Desethylamiodarone;6774-4;Desethylamiodarone:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;High-Turbulence Liquid Chromatography Mass Spectrometry (HTLC-MS/MS)
679;AMIO;Amiodarone, Serum;9247;Amiodarone, S;3330-8;Amiodarone:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;High-Turbulence Liquid Chromatography Mass Spectrometry (HTLC-MS/MS)
680;AMKPK;Amikacin, Peak, Serum;6773;Amikacin, Peak, S;3319-1;Amikacin^peak:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;Enzyme-Multiplied Immunoassay Technique (EMIT)
681;AMLPC;Amylase, Pancreatic Cyst;SITE6;Site;39111-0;Body site:Anat:Pt:^Patient:Nom:;2013-08-08;Substrate Kinetic
682;AMOBS;Amobarbital, Serum;8325;Amobarbital, S;3338-1;Amobarbital:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS)
683;AMOXY;Amoxicillin, IgE;AMOXY;Amoxicillin, IgE;6829-6;Amoxicillin Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-12;Fluorescence Enzyme Immunoassay (FEIA)
684;AMP;Ampicillin, IgE;AMP;Ampicillin, IgE;6712-4;Ampicillin Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-12;Fluorescence Enzyme Immunoassay (FEIA)
685;AMPHM;Amphetamine-Type Stimulants, Confirmation, Meconium;31882;Interpretation;69050-3;;2012-04-09;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
686;AMPHM;Amphetamine-Type Stimulants, Confirmation, Meconium;31858;3,4-methylene-dioxyethylamphetamine;27080-1;Methylenedioxyethylamphetamine:MCnt:Pt:Meconium:Qn:;2011-06-16;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
687;AMPHM;Amphetamine-Type Stimulants, Confirmation, Meconium;31855;Methamphetamine;27289-8;Methamphetamine:MCnt:Pt:Meconium:Qn:;2011-06-16;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
688;AMPHM;Amphetamine-Type Stimulants, Confirmation, Meconium;31856;3,4-methylenedioxyamphetamine;27244-3;Methylenedioxyamphetamine:MCnt:Pt:Meconium:Qn:;2011-06-16;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
689;AMPHM;Amphetamine-Type Stimulants, Confirmation, Meconium;31857;3,4-methylene-dioxy-methamphetamine;69025-5;Methylenedioxymethamphetamine:MCnt:Pt:Meconium:Qn:Confirm;2013-12-05;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
690;AMPHM;Amphetamine-Type Stimulants, Confirmation, Meconium;31854;Amphetamine;43934-9;Amphetamines:MCnt:Pt:Meconium:Qn:Confirm;2011-06-22;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
691;AMPHU;Amphetamines Confirmation, Urine;29280;MDA (Ecstasy metabolite)-by GC/MS;18355-8;Methylenedioxyamphetamine:MCnc:Pt:Urine:Qn:;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS) Confirmation with Quantitation
692;AMPHU;Amphetamines Confirmation, Urine;29281;MDMA (Ecstasy)-by GC/MS;19570-1;Methylenedioxymethamphetamine:MCnc:Pt:Urine:Qn:;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS) Confirmation with Quantitation
693;AMPHU;Amphetamines Confirmation, Urine;21197;Amphetamines Interpretation;69050-3;;2012-04-09;Gas Chromatography-Mass Spectrometry (GC-MS) Confirmation with Quantitation
694;AMPHU;Amphetamines Confirmation, Urine;29278;Phentermine-by GC/MS;3958-6;Phentermine:MCnc:Pt:Urine:Qn:;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS) Confirmation with Quantitation
695;AMPHU;Amphetamines Confirmation, Urine;2934;Amphetamine-by GC/MS;19346-6;Amphetamine:MCnc:Pt:Urine:Qn:;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS) Confirmation with Quantitation
696;AMPHU;Amphetamines Confirmation, Urine;2550;Methamphetamine-by GC/MS;3780-4;Methamphetamine:MCnc:Pt:Urine:Qn:;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS) Confirmation with Quantitation
697;AMPHU;Amphetamines Confirmation, Urine;29279;Pseudoephedrine/Ephedrine-by GC/MS;26785-6;Ephedrine+Pseudoephedrine:MCnc:Pt:Urine:Qn:;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS) Confirmation with Quantitation
698;AMPHX;Amphetamines Confirmation, Chain of Custody, Urine;6538;Amphetamines Immunoassay Screen;19343-3;Amphetamine:Threshold:Pt:Urine:Ord:Screen;2009-11-13;Immunoassay/Gas Chromatography-Mass Spectrometry (GC-MS) Confirmation with Quantitation
699;AMS;Amylase, Total, Serum;AMS;Amylase, Total, S;1798-8;Amylase:CCnc:Pt:Ser/Plas:Qn:;2012-03-12;Colorimetric Rate Reaction
700;AMSU;Amylase, Timed Collection, Urine;AMYCN;Amylase Concentration;1799-6;Amylase:CCnc:Pt:Urine:Qn:;2012-03-12;Enzymatic Rate
701;AMSU;Amylase, Timed Collection, Urine;VL19;Urine Volume;28009-9;Specimen volume:Vol:Pt:Urine:Qn:;2012-03-12;Enzymatic Rate
702;AMSU;Amylase, Timed Collection, Urine;AMY_U;Amylase, Timed Collection, U;1799-6;Amylase:CCnc:Pt:Urine:Qn:;2012-10-31;Enzymatic Rate
703;AMSU;Amylase, Timed Collection, Urine;TM21;Collection Duration;13362-9;Collection duration:Time:*:Urine:Qn:;2012-03-12;Enzymatic Rate
704;AMT;Amitriptyline and Nortriptyline, Serum;2451;Amitriptyline and Nortriptyline;3335-7;Amitriptyline+Nortriptyline:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;High-Performance Liquid Chromatography (HPLC)
705;AMT;Amitriptyline and Nortriptyline, Serum;2450;Nortriptyline;3872-9;Nortriptyline:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;High-Performance Liquid Chromatography (HPLC)
706;AMT;Amitriptyline and Nortriptyline, Serum;8125;Amitriptyline;3333-2;Amitriptyline:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;High-Performance Liquid Chromatography (HPLC)
707;AMYKM;Amyloidosis, Transthyretin-Associated Familial, Known Mutation;22773;Interpretation;69047-9;Service comment 01:Imp:Pt:XXX:Nom:;2012-04-05;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing
708;AMYKM;Amyloidosis, Transthyretin-Associated Familial, Known Mutation;22771;Method;49549-9; ;2013-07-26;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing
709;AMYKM;Amyloidosis, Transthyretin-Associated Familial, Known Mutation;22770;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2009-11-13;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing
710;AMYKM;Amyloidosis, Transthyretin-Associated Familial, Known Mutation;22768;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-14;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing
711;AMYL;Amyloidosis, Transthyretin-Associated Familial, DNA Sequence, Blood;22643;Amendment;21674-7;FGFR2 gene mutation analysis:Prid:Pt:Bld/Tiss:Nom:Molgen;2013-07-30;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing
712;AMYL;Amyloidosis, Transthyretin-Associated Familial, DNA Sequence, Blood;22642;Interpretation;69047-9;Service comment 01:Imp:Pt:XXX:Nom:;2012-04-05;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing
713;AMYL;Amyloidosis, Transthyretin-Associated Familial, DNA Sequence, Blood;22641;Result;21674-7;FGFR2 gene mutation analysis:Prid:Pt:Bld/Tiss:Nom:Molgen;2009-11-13;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing
714;AMYL;Amyloidosis, Transthyretin-Associated Familial, DNA Sequence, Blood;22640;Method;49549-9; ;2013-07-26;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing
715;AMYL;Amyloidosis, Transthyretin-Associated Familial, DNA Sequence, Blood;22639;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2009-11-13;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing
716;AMYL;Amyloidosis, Transthyretin-Associated Familial, DNA Sequence, Blood;22637;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-14;Polymerase Chain Reaction (PCR) Amplification/DNA Sequencing
717;ANA2;Antinuclear Antibodies (ANA), Serum;ANA2;Antinuclear Ab, S;5047-6;Nuclear Ab:ACnc:Pt:Ser:Qn:EIA;2012-03-12;Enzyme-Linked Immunosorbent Assay (ELISA)
718;ANAE;Bacterial Culture, Anaerobic;ANAE;Bacterial Culture, Anaerobic;635-3;Bacteria identified:Prid:Pt:XXXX:Mon:Anaerobic culture;2013-09-17;Conventional Culture Techniques
719;ANAH2;Antinuclear Antibodies (ANA), HEp-2 Substrate, Serum;86038;Antinuclear Ab, HEp-2 Substrate, S;8061-4;Nuclear Ab:ACnc:Pt:Ser:Ord:;2012-03-12;Immunofluorescence Assay (IFA)
720;ANAP;Anaplasma phagocytophilum (Human Granulocytic Ehrlichiosis) Antibody, Serum;81157;Anaplasma phagocytophilum Ab, IgG,S;23877-4;Anaplasma phagocytophilum Ab.IgG:Titr:Pt:Ser:Qn:IF;2009-11-13;Immunofluorescence Assay (IFA)
721;ANAS;Alpha-N-Acetylglucosaminidase, Serum;50569;Method;49549-9; ;2013-07-26;Colorimetric
722;ANAS;Alpha-N-Acetylglucosaminidase, Serum;50577;Alpha-N-Acetylglucosaminidase, S;1837-4;Alpha-N-acetylglucosaminidase:CCnc:Pt:Ser/Plas:Qn:;2009-11-13;Colorimetric
723;ANAS;Alpha-N-Acetylglucosaminidase, Serum;50570;Interpretation;59462-2;;2012-04-02;Colorimetric
724;ANAS;Alpha-N-Acetylglucosaminidase, Serum;50566;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-14;Colorimetric
725;ANAS;Alpha-N-Acetylglucosaminidase, Serum;50568;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2009-11-13;Colorimetric
726;ANAT;Alpha-N-Acetylglucosaminidase, Fibroblasts;29895;A-N-Acetylglucosaminidase;24091-1;Alpha-N-acetylglucosaminidase:CCnt:Pt:Fibroblasts:Qn:;2009-11-13;ANAT: Colorimetric Enzyme AssayCRYOB: Fibroblast Subculture Followed by Cryopreservation and Storage
727;ANAT;Alpha-N-Acetylglucosaminidase, Fibroblasts;29786;Interpretation (ANAT);59462-2;;2012-04-02;ANAT: Colorimetric Enzyme AssayCRYOB: Fibroblast Subculture Followed by Cryopreservation and Storage
728;ANCA;Cytoplasmic Neutrophil Antibodies, Serum;3114;c-ANCA;35279-9;Neutrophil cytoplasmic Ab:ACnc:Pt:Ser:Ord:IF;2009-11-13;Indirect Immunofluorescence
729;ANCA;Cytoplasmic Neutrophil Antibodies, Serum;3119;p-ANCA;17357-5;Neutrophil cytoplasmic Ab.perinuclear:ACnc:Pt:Ser:Ord:IF;2009-11-13;Indirect Immunofluorescence
730;ANCH;Anchovy, IgE;ANCH;Anchovy, IgE;7079-7;Engraulis encrasicolus Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-12;Fluorescence Enzyme Immunoassay (FEIA)
731;ANDR;Androstenedione, Serum;500051;Androstenedione, S;1854-9;Androstenedione:MCnc:Pt:Ser/Plas:Qn:;2011-06-27;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
732;ANIDE;Organism Referred for Identification, Anaerobic Bacteria;ANIDE;Organism Ref for ID, Anaerobic Bact;20878-5;Bacteria identified:Prid:Pt:Isolate:Nom:Anaerobic culture;2013-09-17;Dependent on organism submitted, 1 or more of the following methods will be used: Mass Spectrometry or 16S RNA gene sequencing
733;ANISP;Anisakis, Parasite, IgE;ANISP;Anisakis, Parasite, IgE;10919-9;Anisakis Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-12;Fluorescence Enzyme Immunoassay (FEIA)
734;ANSE;Anise, IgE;ANSE;Anise, IgE;7081-3;Pimpinella anisum Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-12;Fluorescence Enzyme Immunoassay (FEIA)
735;ANST;Androstenedione, Serum;7730;Androstenedione, S;1854-9;Androstenedione:MCnc:Pt:Ser/Plas:Qn:;2009-11-13;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
736;APCRV;Activated Protein C Resistance V (APCRV), Plasma;APCR;APCRV Ratio;13590-5;Activated protein C resistance:TRto:Pt:PPP:Qn:Coag;2012-03-12;Clot-Based Assay
737;APGH;Alpha-Subunit Pituitary Tumor Marker, Serum;9003;AlphaSubunit Pituitary Tumor Marker;14170-5;Pituitary glucoprotein hormone.alpha subunit:MCnc:Pt:Ser:Qn:;2009-11-13;Immunochemiluminescent Assay
738;APIN;Australian Pine, IgE;APIN;Australian Pine, IgE;6032-7;Casuarina equisetifolia Ab.IgE:ACnc:Pt:Ser:Qn:;2012-03-12;Fluorescence Enzyme Immunoassay (FEIA)
739;APLA1;Apolipoprotein A1, Plasma;APLA1;Apolipoprotein A1, P;1869-7;Apolipoprotein A-I:MCnc:Pt:Ser/Plas:Qn:;2012-03-12;Automated Turbidimetric Immunoassay
740;APLB;Apolipoprotein B, Plasma;APLB;Apolipoprotein B, P;1884-6;Apolipoprotein B:MCnc:Pt:Ser/Plas:Qn:;2012-03-12;Automated Turbidimetric Immunoassay
741;APLBS;Apolipoprotein B, Serum;APLBS;Apolipoprotein B, S;1884-6;Apolipoprotein B:MCnc:Pt:Ser/Plas:Qn:;2012-03-12;Only orderable as part of a profile. For more information see LMPP /Lipoprotein Metabolism Profile.
742;APO1K;Apolipoprotein A-I (APOA1) Gene, Known Mutation;33400;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nom:;2014-05-01;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
743;APO1K;Apolipoprotein A-I (APOA1) Gene, Known Mutation;33398;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2013-08-21;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
744;APO1K;Apolipoprotein A-I (APOA1) Gene, Known Mutation;33397;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2013-08-08;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
745;APO1K;Apolipoprotein A-I (APOA1) Gene, Known Mutation;33395;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-09-05;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
746;APO1S;Apolipoprotein A-I (APOA1) Gene, Full Gene Analysis;33386;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2013-08-08;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis (PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
747;APO1S;Apolipoprotein A-I (APOA1) Gene, Full Gene Analysis;33384;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-09-05;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis (PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
748;APO1S;Apolipoprotein A-I (APOA1) Gene, Full Gene Analysis;33389;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nom:;2014-05-01;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis (PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
749;APO1S;Apolipoprotein A-I (APOA1) Gene, Full Gene Analysis;33387;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2013-08-21;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis (PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
750;APO2K;Apolipoprotein A-II (APOA2) Gene, Known Mutation;33422;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nom:;2014-05-01;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
751;APO2K;Apolipoprotein A-II (APOA2) Gene, Known Mutation;33420;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2013-08-21;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
752;APO2K;Apolipoprotein A-II (APOA2) Gene, Known Mutation;33417;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-09-05;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
753;APO2K;Apolipoprotein A-II (APOA2) Gene, Known Mutation;33419;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2013-08-08;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
754;APO2S;Apolipoprotein A-II (APOA2) Gene, Full Gene Analysis;33411;Interpretation;69047-9;Geneticist review:Imp:Pt:XXX:Nom:;2014-05-01;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
755;APO2S;Apolipoprotein A-II (APOA2) Gene, Full Gene Analysis;33408;Reason For Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2013-08-08;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
756;APO2S;Apolipoprotein A-II (APOA2) Gene, Full Gene Analysis;33409;Method;49549-9;Reference lab test method:Type:XXX:Reference lab test:Nar:;2013-08-21;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
757;APO2S;Apolipoprotein A-II (APOA2) Gene, Full Gene Analysis;33406;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-09-05;Polymerase Chain Reaction (PCR) Followed by DNA Sequence Analysis(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
758;APOB;Apolipoprotein B-100 Molecular Analysis, R3500Q and R3500W;28614;Interpretation;69047-9;Service comment 01:Imp:Pt:XXX:Nom:;2012-04-05;Polymerase Chain Reaction (PCR) Amplification with Allele-Specific Primer Extension (ASPE)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
759;APOB;Apolipoprotein B-100 Molecular Analysis, R3500Q and R3500W;89097;Reason for Referral;42349-1;Reason for referral:Find:Pt:^Patient:Nar:;2009-11-13;Polymerase Chain Reaction (PCR) Amplification with Allele-Specific Primer Extension (ASPE)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
760;APOB;Apolipoprotein B-100 Molecular Analysis, R3500Q and R3500W;28613;Result;21619-2;APOE gene mutation analysis:Prid:Pt:Bld/Tiss:Nom:Molgen;2009-11-13;Polymerase Chain Reaction (PCR) Amplification with Allele-Specific Primer Extension (ASPE)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
761;APOB;Apolipoprotein B-100 Molecular Analysis, R3500Q and R3500W;28612;Method;49549-9; ;2013-07-26;Polymerase Chain Reaction (PCR) Amplification with Allele-Specific Primer Extension (ASPE)(PCR is utilized pursuant to a license agreement with Roche Molecular Systems, Inc.)
762;APOE;Apolipoprotein E Genotyping, Blood;16627;Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-05-18;Polymerase Chain Reaction (PCR), Including Restriction Digest(PCR is utilized pursuant to a license agreement with Roche Diagnostic Systems, Inc.)
763;APOE;Apolipoprotein E Genotyping, Blood;29650;Interpretation;69047-9;Service comment 01:Imp:Pt:XXX:Nom:;2012-04-05;Polymerase Chain Reaction (PCR), Including Restriction Digest(PCR is utilized pursuant to a license agreement with Roche Diagnostic Systems, Inc.)
764;APOE;Apolipoprotein E Genotyping, Blood;16630;Result;21619-2;APOE gene mutation analysis:Prid:Pt:Bld/Tiss:Nom:Molgen;2014-04-30;Polymerase Chain Reaction (PCR), Including Restriction Digest(PCR is utilized pursuant to a license agreement with Roche Diagnostic Systems, Inc.)
